model,fold,fold_size,feature,importance
Logistic Regression-L2,9,44,Craurococcus,1.1047790144474716e-05
Logistic Regression-L2,9,44,Capnocytophaga,0.006083986355275224
Logistic Regression-L2,9,44,Anaerosinus,8.462220453117094e-07
Logistic Regression-L2,9,44,Parvimonas,0.005310063165004164
Logistic Regression-L2,9,44,Howardella,0.00016496573110231036
Logistic Regression-L2,9,44,Fudania,2.7452109143389816e-05
Logistic Regression-L2,9,44,Peptoanaerobacter,2.9955723716729843e-07
Logistic Regression-L2,9,44,Rhizobium,4.482729929370346e-05
Logistic Regression-L2,9,44,Mannheimia,9.254961105936237e-05
Logistic Regression-L2,9,44,Cryptobacterium,3.016551342939535e-05
Logistic Regression-L2,9,44,Dolosigranulum,0.00018308877782014456
Logistic Regression-L2,9,44,Pseudescherichia,0.0
SVM (Linear),1,115,mediumBAL,0.8734556435783567
SVM (Linear),1,115,mediumNPS,1.1591598279821789
SVM (Linear),1,115,mediumSputum,0.8560318379387444
SVM (Linear),1,115,mediumTS,0.5703276535346031
SVM (Linear),1,115,adult_pediatric,0.6124977730262207
SVM (Linear),1,115,continent,1.623188729072481
SVM (Linear),1,115,sex,0.02515615503253299
SVM (Linear),1,115,Veillonella,1.075376240626007
SVM (Linear),1,115,Alloprevotella,1.8819589922230486
SVM (Linear),1,115,Dietzia,0.00477529336763475
SVM (Linear),1,115,Varibaculum,4.6739975238508006e-05
SVM (Linear),1,115,Fannyhessea,0.0910351834150761
SVM (Linear),1,115,Selenomonas,0.3983975916804145
SVM (Linear),1,115,Granulicatella,1.1862947767872152
SVM (Linear),1,115,Lawsonella,0.15472172373742932
SVM (Linear),1,115,Olsenella,0.013568812796099537
SVM (Linear),1,115,Stomatobaculum,0.10811914010618863
SVM (Linear),1,115,Janibacter,0.006465882700976754
SVM (Linear),1,115,Haemophilus,0.33785074997758463
SVM (Linear),1,115,Actinobacillus,0.7316392141679158
SVM (Linear),1,115,Acinetobacter,1.4914971195928313
SVM (Linear),1,115,Mogibacterium,0.6852616184529122
SVM (Linear),1,115,Abiotrophia,0.9157438189858432
SVM (Linear),1,115,Murdochiella,0.008901610839160615
SVM (Linear),1,115,Bifidobacterium,0.8967556848454464
SVM (Linear),1,115,Neisseria,2.5030416210286863
SVM (Linear),1,115,Klebsiella,0.00915036191234184
SVM (Linear),1,115,Helicobacter,0.016237049016022524
SVM (Linear),1,115,Cutibacterium,0.7777187745291045
SVM (Linear),1,115,Solobacterium,0.4388612222077196
SVM (Linear),1,115,Gemella,2.345665849315311
SVM (Linear),1,115,Peptostreptococcus,0.039136483860476565
SVM (Linear),1,115,Amniculibacterium,1.015176502095034
SVM (Linear),1,115,Lautropia,0.03596284169709087
SVM (Linear),1,115,Schaalia,2.3181915983698556
SVM (Linear),1,115,Aminipila,0.0055155568926778765
SVM (Linear),1,115,Clostridium_sensu_stricto,0.151910846893485
SVM (Linear),1,115,Prevotellamassilia,0.04531809120385702
SVM (Linear),1,115,Deinococcus,0.14881326820577365
SVM (Linear),1,115,Filifactor,0.24994576244154762
SVM (Linear),1,115,Johnsonella,0.027386753262313688
SVM (Linear),1,115,Moraxella,0.6502669408388484
SVM (Linear),1,115,Fretibacterium,0.24904723531662046
SVM (Linear),1,115,Brachybacterium,0.0013100669556973448
SVM (Linear),1,115,Pseudomonas,2.56513524050492
SVM (Linear),1,115,Rothia,0.14449784993821768
SVM (Linear),1,115,Blautia,0.30452078782671954
SVM (Linear),1,115,Eubacterium,0.4743353456127825
SVM (Linear),1,115,Sphingobium,0.021585206407179494
SVM (Linear),1,115,Corynebacterium,0.03890774169650109
SVM (Linear),1,115,Kingella,0.24237753768035272
SVM (Linear),1,115,Micrococcus,0.0017476925936401758
SVM (Linear),1,115,Enterocloster,0.3166268647816831
SVM (Linear),1,115,Megasphaera,0.5627975151464983
SVM (Linear),1,115,Methylobacterium,0.05155190299226705
SVM (Linear),1,115,Bradyrhizobium,0.04367048435800131
SVM (Linear),1,115,Sphingomonas,0.0822496256382534
SVM (Linear),1,115,Brevundimonas,0.002644839903679107
SVM (Linear),1,115,Microbacterium,0.03432211287371611
SVM (Linear),1,115,Catonella,0.24862561251917484
SVM (Linear),1,115,Thermus,0.016293828222853485
SVM (Linear),1,115,Alloscardovia,0.14833809019463737
SVM (Linear),1,115,Agathobacter,0.41402400567426756
SVM (Linear),1,115,Streptococcus,2.377186028262087
SVM (Linear),1,115,Faecalibacterium,2.413377476039701
SVM (Linear),1,115,Curtobacterium,0.004118495761528411
SVM (Linear),1,115,Coprococcus,0.0005680987272414149
SVM (Linear),1,115,Allisonella,0.00046712900203539366
SVM (Linear),1,115,Actinomyces,1.6173882460641504
SVM (Linear),1,115,Eikenella,0.7333977647927922
SVM (Linear),1,115,Arachnia,0.020349897009442716
SVM (Linear),1,115,Lachnoanaerobaculum,0.12221147092478554
SVM (Linear),1,115,Mesorhizobium,0.0020142257182308755
SVM (Linear),1,115,Tannerella,0.1535515132125024
SVM (Linear),1,115,Herbiconiux,0.025946552685954465
SVM (Linear),1,115,Lancefieldella,0.05695780855485815
SVM (Linear),1,115,Butyrivibrio,0.08749049537948211
SVM (Linear),1,115,Streptobacillus,0.23456826922239207
SVM (Linear),1,115,Oribacterium,0.1961021715180276
SVM (Linear),1,115,Luteovulum,0.022839737612862756
SVM (Linear),1,115,Staphylococcus,1.3676626828053278
SVM (Linear),1,115,Gardnerella,0.005099383987317194
SVM (Linear),1,115,Wolinella,0.00044460367077132234
SVM (Linear),1,115,Centipeda,2.2191122210960534
SVM (Linear),1,115,Cardiobacterium,0.10692836656552862
SVM (Linear),1,115,Fenollaria,0.0005815075766056219
SVM (Linear),1,115,Porphyromonas,2.255588337229369
SVM (Linear),1,115,Metamycoplasma,0.29909830987346964
SVM (Linear),1,115,Stenotrophomonas,1.0390561439676498
SVM (Linear),1,115,Slackia,0.05786002489382293
SVM (Linear),1,115,Pseudonocardia,0.016074893364334954
SVM (Linear),1,115,Massiliprevotella,0.000304267081689466
SVM (Linear),1,115,Campylobacter,0.0568958201239146
SVM (Linear),1,115,Azorhizophilus,0.012916485470293969
SVM (Linear),1,115,Peptococcus,0.0013647276681156362
SVM (Linear),1,115,Kocuria,0.09617670114170034
SVM (Linear),1,115,Shuttleworthia,2.103901330574451
SVM (Linear),1,115,Agrobacterium,0.8743108997811052
SVM (Linear),1,115,Nitrolancea,0.0008425193644704707
SVM (Linear),1,115,Verticiella,0.006742853028044279
SVM (Linear),1,115,Finegoldia,1.0031308928066165
SVM (Linear),1,115,Cellulosilyticum,0.0
SVM (Linear),1,115,Paracoccus,0.011348736505090088
SVM (Linear),1,115,Atopobium,0.031257630810848785
SVM (Linear),1,115,Ezakiella,0.0002471089541644646
SVM (Linear),1,115,Mycobacterium,0.006933319394102727
SVM (Linear),1,115,Conservatibacter,0.03165454902598831
SVM (Linear),1,115,Brevibacterium,0.0023612657903127054
SVM (Linear),1,115,Aggregatibacter,0.0100998037539604
SVM (Linear),1,115,Gordonia,6.334480915165616e-05
SVM (Linear),1,115,Rhodococcus,0.01923303262567384
SVM (Linear),1,115,Fusobacterium,0.12497667252959258
SVM (Linear),1,115,Anaerococcus,0.5641640600105868
SVM (Linear),1,115,Marmoricola,0.00010186590870683294
SVM (Linear),1,115,Basfia,7.002588773373892e-05
SVM (Linear),1,115,Peptoniphilus,0.11618167314778459
SVM (Linear),1,115,Cellulomonas,0.0018252650454838547
SVM (Linear),1,115,Scardovia,2.5621129770996753
SVM (Linear),1,115,Stenotrophobacter,0.18677332850059788
SVM (Linear),1,115,Prevotella,3.2312611077474624
SVM (Linear),1,115,Leptotrichia,0.24006669842532893
SVM (Linear),1,115,Bergeriella,0.0019640245538582197
SVM (Linear),1,115,Aureimonas,0.008498880205090526
SVM (Linear),1,115,Marseilla,0.0012636578072705244
SVM (Linear),1,115,Fimbriiglobus,0.017119342390823914
SVM (Linear),1,115,Roseomonas,0.172975989708674
SVM (Linear),1,115,Aliarcobacter,0.00018070930706446704
SVM (Linear),1,115,Craurococcus,0.0028301946729614334
SVM (Linear),1,115,Capnocytophaga,2.054029631558606
SVM (Linear),1,115,Anaerosinus,0.0003722489823607222
SVM (Linear),1,115,Parvimonas,0.5823467016318824
SVM (Linear),1,115,Howardella,0.055661534584509946
SVM (Linear),1,115,Fudania,0.02237905552657941
SVM (Linear),1,115,Peptoanaerobacter,0.004935648348206149
SVM (Linear),1,115,Rhizobium,0.017278934225817385
SVM (Linear),1,115,Mannheimia,0.025494450233098407
SVM (Linear),1,115,Cryptobacterium,0.0037686572702011474
SVM (Linear),1,115,Dolosigranulum,0.06444350312168187
SVM (Linear),1,115,Pseudescherichia,0.0
SVM (Linear),2,260,mediumBAL,0.0
SVM (Linear),2,260,mediumNPS,0.0
SVM (Linear),2,260,mediumSputum,1.8462347164317627
SVM (Linear),2,260,mediumTS,1.8462347164318123
SVM (Linear),2,260,adult_pediatric,0.9874945725153346
SVM (Linear),2,260,continent,2.2622299040353475
SVM (Linear),2,260,sex,0.8980876496189651
SVM (Linear),2,260,Veillonella,1.768112780836971
SVM (Linear),2,260,Alloprevotella,1.6779337428468846
SVM (Linear),2,260,Dietzia,0.00017613223401242558
SVM (Linear),2,260,Varibaculum,0.0
SVM (Linear),2,260,Fannyhessea,0.08286849998220043
SVM (Linear),2,260,Selenomonas,0.6670375410960524
SVM (Linear),2,260,Granulicatella,1.57548217426338
SVM (Linear),2,260,Lawsonella,0.0031385619788392187
SVM (Linear),2,260,Olsenella,0.0014414959601348057
SVM (Linear),2,260,Stomatobaculum,0.5848835732521132
SVM (Linear),2,260,Janibacter,0.0001432734771231059
SVM (Linear),2,260,Haemophilus,0.5516201753092368
SVM (Linear),2,260,Actinobacillus,0.3818649485791624
SVM (Linear),2,260,Acinetobacter,1.630013799316744
SVM (Linear),2,260,Mogibacterium,0.2319799315709419
SVM (Linear),2,260,Abiotrophia,0.5838334417866295
SVM (Linear),2,260,Murdochiella,0.0
SVM (Linear),2,260,Bifidobacterium,1.457403595021046
SVM (Linear),2,260,Neisseria,1.4848828391350446
SVM (Linear),2,260,Klebsiella,0.00751336672258292
SVM (Linear),2,260,Helicobacter,0.0003717148617405563
SVM (Linear),2,260,Cutibacterium,0.24063976230892314
SVM (Linear),2,260,Solobacterium,0.16847030047929248
SVM (Linear),2,260,Gemella,0.9777548846615908
SVM (Linear),2,260,Peptostreptococcus,0.5725164491580415
SVM (Linear),2,260,Amniculibacterium,0.5574760705234553
SVM (Linear),2,260,Lautropia,0.29973508285270367
SVM (Linear),2,260,Schaalia,2.682522911126356
SVM (Linear),2,260,Aminipila,0.00012851461014563108
SVM (Linear),2,260,Clostridium_sensu_stricto,0.14087815109077134
SVM (Linear),2,260,Prevotellamassilia,0.021538804974346914
SVM (Linear),2,260,Deinococcus,0.10479403673827309
SVM (Linear),2,260,Filifactor,0.039951323124015115
SVM (Linear),2,260,Johnsonella,0.0008701444172431342
SVM (Linear),2,260,Moraxella,0.49320254561515653
SVM (Linear),2,260,Fretibacterium,0.00985645755363071
SVM (Linear),2,260,Brachybacterium,0.0003765615054989167
SVM (Linear),2,260,Pseudomonas,1.051934669768586
SVM (Linear),2,260,Rothia,2.6839896262113148
SVM (Linear),2,260,Blautia,0.25421593404815684
SVM (Linear),2,260,Eubacterium,0.24845793755626827
SVM (Linear),2,260,Sphingobium,0.01057137971998121
SVM (Linear),2,260,Corynebacterium,0.08796393676419813
SVM (Linear),2,260,Kingella,0.10633617666732206
SVM (Linear),2,260,Micrococcus,0.0006046679505911941
SVM (Linear),2,260,Enterocloster,0.26372319439586456
SVM (Linear),2,260,Megasphaera,0.07933962509371384
SVM (Linear),2,260,Methylobacterium,0.0023616636689811734
SVM (Linear),2,260,Bradyrhizobium,0.03028090917418458
SVM (Linear),2,260,Sphingomonas,0.0180209905290815
SVM (Linear),2,260,Brevundimonas,0.001418967085965026
SVM (Linear),2,260,Microbacterium,0.0005832849431327857
SVM (Linear),2,260,Catonella,0.15057879396922086
SVM (Linear),2,260,Thermus,0.008904575448108699
SVM (Linear),2,260,Alloscardovia,0.06350800657967913
SVM (Linear),2,260,Agathobacter,0.5402910303716746
SVM (Linear),2,260,Streptococcus,3.1831052578150363
SVM (Linear),2,260,Faecalibacterium,1.9288291073568524
SVM (Linear),2,260,Curtobacterium,0.002647417324952338
SVM (Linear),2,260,Coprococcus,3.3378495461073568e-06
SVM (Linear),2,260,Allisonella,0.0
SVM (Linear),2,260,Actinomyces,1.2564694412591084
SVM (Linear),2,260,Eikenella,1.5249031713077132
SVM (Linear),2,260,Arachnia,0.00041343046194923614
SVM (Linear),2,260,Lachnoanaerobaculum,0.34283015988710375
SVM (Linear),2,260,Mesorhizobium,0.0008621045217663719
SVM (Linear),2,260,Tannerella,0.041653033285250954
SVM (Linear),2,260,Herbiconiux,3.493715262778504e-05
SVM (Linear),2,260,Lancefieldella,0.07754657341193899
SVM (Linear),2,260,Butyrivibrio,0.020420210065584674
SVM (Linear),2,260,Streptobacillus,0.06766645394792925
SVM (Linear),2,260,Oribacterium,1.0717163451945162
SVM (Linear),2,260,Luteovulum,4.543027564653311e-05
SVM (Linear),2,260,Staphylococcus,0.877111829528946
SVM (Linear),2,260,Gardnerella,0.006529731959082066
SVM (Linear),2,260,Wolinella,1.2837602113860375e-05
SVM (Linear),2,260,Centipeda,1.2187282058099829
SVM (Linear),2,260,Cardiobacterium,0.0015879972623184845
SVM (Linear),2,260,Fenollaria,0.0
SVM (Linear),2,260,Porphyromonas,0.5230478486952639
SVM (Linear),2,260,Metamycoplasma,0.29166162746983665
SVM (Linear),2,260,Stenotrophomonas,0.5113130294923595
SVM (Linear),2,260,Slackia,0.007100257698886803
SVM (Linear),2,260,Pseudonocardia,0.001562724290288466
SVM (Linear),2,260,Massiliprevotella,6.898008117914929e-05
SVM (Linear),2,260,Campylobacter,0.618998104389857
SVM (Linear),2,260,Azorhizophilus,0.011257774036998312
SVM (Linear),2,260,Peptococcus,0.003188482541374495
SVM (Linear),2,260,Kocuria,1.100076116805356e-05
SVM (Linear),2,260,Shuttleworthia,1.3785328440194478
SVM (Linear),2,260,Agrobacterium,2.3690808293558745e-05
SVM (Linear),2,260,Nitrolancea,1.0476653892182177e-05
SVM (Linear),2,260,Verticiella,0.0003402236282335862
SVM (Linear),2,260,Finegoldia,0.017534960243821045
SVM (Linear),2,260,Cellulosilyticum,0.0
SVM (Linear),2,260,Paracoccus,8.770058311346898e-06
SVM (Linear),2,260,Atopobium,5.276977174532094e-06
SVM (Linear),2,260,Ezakiella,0.0015818784101650613
SVM (Linear),2,260,Mycobacterium,0.000549104770453218
SVM (Linear),2,260,Conservatibacter,0.00031436472430326035
SVM (Linear),2,260,Brevibacterium,0.00023128947532922707
SVM (Linear),2,260,Aggregatibacter,0.0738437479973324
SVM (Linear),2,260,Gordonia,8.771221464055168e-06
SVM (Linear),2,260,Rhodococcus,1.2468757068025176e-06
SVM (Linear),2,260,Fusobacterium,1.1285545442939426
SVM (Linear),2,260,Anaerococcus,0.009757932788179503
SVM (Linear),2,260,Marmoricola,0.00010213153674269226
SVM (Linear),2,260,Basfia,0.0
SVM (Linear),2,260,Peptoniphilus,0.000881239876435724
SVM (Linear),2,260,Cellulomonas,0.0005049571191131273
SVM (Linear),2,260,Scardovia,0.5104600217579378
SVM (Linear),2,260,Stenotrophobacter,0.16286620000599547
SVM (Linear),2,260,Prevotella,3.9803004987354607
SVM (Linear),2,260,Leptotrichia,1.8336032267937528
SVM (Linear),2,260,Bergeriella,2.0201220421138127e-05
SVM (Linear),2,260,Aureimonas,9.119352268668611e-05
SVM (Linear),2,260,Marseilla,0.0005941043974073247
SVM (Linear),2,260,Fimbriiglobus,0.0003256978131005084
SVM (Linear),2,260,Roseomonas,0.0
SVM (Linear),2,260,Aliarcobacter,0.0
SVM (Linear),2,260,Craurococcus,3.1801778944863906e-06
SVM (Linear),2,260,Capnocytophaga,2.081240972766527
SVM (Linear),2,260,Anaerosinus,0.00048316630959091566
SVM (Linear),2,260,Parvimonas,0.4814471578235465
SVM (Linear),2,260,Howardella,0.057430826570704724
SVM (Linear),2,260,Fudania,0.003046043312080451
SVM (Linear),2,260,Peptoanaerobacter,0.0008551099118691694
SVM (Linear),2,260,Rhizobium,9.033187864318305e-05
SVM (Linear),2,260,Mannheimia,0.0007281481378506664
SVM (Linear),2,260,Cryptobacterium,0.0019452769983596887
SVM (Linear),2,260,Dolosigranulum,0.0015960768250863
SVM (Linear),2,260,Pseudescherichia,0.0
SVM (Linear),3,94,mediumBAL,1.61805053478676
SVM (Linear),3,94,mediumNPS,1.0070823537377955
SVM (Linear),3,94,mediumSputum,0.32084098028720387
SVM (Linear),3,94,mediumTS,0.2901272007611979
SVM (Linear),3,94,adult_pediatric,2.088983068211557
SVM (Linear),3,94,continent,1.4761384677566012
SVM (Linear),3,94,sex,0.026059457727307223
SVM (Linear),3,94,Veillonella,1.5292494857070096
SVM (Linear),3,94,Alloprevotella,1.8740769673583337
SVM (Linear),3,94,Dietzia,0.0023798736057560658
SVM (Linear),3,94,Varibaculum,5.047938191848627e-05
SVM (Linear),3,94,Fannyhessea,0.006853524698079842
SVM (Linear),3,94,Selenomonas,1.3690102294061082
SVM (Linear),3,94,Granulicatella,1.7202139158731977
SVM (Linear),3,94,Lawsonella,0.16368412920493142
SVM (Linear),3,94,Olsenella,0.004340861569124895
SVM (Linear),3,94,Stomatobaculum,0.024363768310995928
SVM (Linear),3,94,Janibacter,0.005016355051718292
SVM (Linear),3,94,Haemophilus,1.6137816052006364
SVM (Linear),3,94,Actinobacillus,0.9432547218076737
SVM (Linear),3,94,Acinetobacter,2.816861433969432
SVM (Linear),3,94,Mogibacterium,0.7922489888590878
SVM (Linear),3,94,Abiotrophia,0.7199495511449941
SVM (Linear),3,94,Murdochiella,0.010915247696286125
SVM (Linear),3,94,Bifidobacterium,0.22393756635118195
SVM (Linear),3,94,Neisseria,3.4083644526335783
SVM (Linear),3,94,Klebsiella,0.034651571267180915
SVM (Linear),3,94,Helicobacter,0.011315118751532837
SVM (Linear),3,94,Cutibacterium,0.9417913049188876
SVM (Linear),3,94,Solobacterium,0.2029952333849893
SVM (Linear),3,94,Gemella,3.6532273318696475
SVM (Linear),3,94,Peptostreptococcus,0.19478729160579802
SVM (Linear),3,94,Amniculibacterium,0.8307103493743333
SVM (Linear),3,94,Lautropia,0.32242226994467227
SVM (Linear),3,94,Schaalia,2.209998559185589
SVM (Linear),3,94,Aminipila,0.010221341639892256
SVM (Linear),3,94,Clostridium_sensu_stricto,0.28077126811061476
SVM (Linear),3,94,Prevotellamassilia,0.03989639624314477
SVM (Linear),3,94,Deinococcus,0.2121704431480656
SVM (Linear),3,94,Filifactor,0.35070731391286497
SVM (Linear),3,94,Johnsonella,0.031630484071978965
SVM (Linear),3,94,Moraxella,0.6235884714272992
SVM (Linear),3,94,Fretibacterium,0.2820413879963952
SVM (Linear),3,94,Brachybacterium,0.0049815305199886716
SVM (Linear),3,94,Pseudomonas,0.18711957793321662
SVM (Linear),3,94,Rothia,0.17042924198752468
SVM (Linear),3,94,Blautia,0.5306792040181418
SVM (Linear),3,94,Eubacterium,0.18297438623997228
SVM (Linear),3,94,Sphingobium,0.008228981774262721
SVM (Linear),3,94,Corynebacterium,0.2254562389570647
SVM (Linear),3,94,Kingella,0.11213305129885037
SVM (Linear),3,94,Micrococcus,0.00013865040914010963
SVM (Linear),3,94,Enterocloster,0.5597659929459378
SVM (Linear),3,94,Megasphaera,0.32004125801847777
SVM (Linear),3,94,Methylobacterium,0.06798867141214045
SVM (Linear),3,94,Bradyrhizobium,0.09350170376828022
SVM (Linear),3,94,Sphingomonas,0.10182492503337133
SVM (Linear),3,94,Brevundimonas,0.004473516771808162
SVM (Linear),3,94,Microbacterium,0.045254778740707075
SVM (Linear),3,94,Catonella,0.19663896304526332
SVM (Linear),3,94,Thermus,0.008147498752291527
SVM (Linear),3,94,Alloscardovia,0.38561686291426583
SVM (Linear),3,94,Agathobacter,0.8814335787380521
SVM (Linear),3,94,Streptococcus,4.145375218101878
SVM (Linear),3,94,Faecalibacterium,1.8482670961266143
